CardID	Name	Text
AV_136	Kobold Taskmaster	[x]Battlecry: Add 2 Armor Scraps to your hand that give +2 Health to a minion.
AV_138	Grimtotem Bounty Hunter	Battlecry: Destroy an enemy Legendary minion.
AV_142t	Ivus, the Forest Lord	[x]Battlecry: Spend the rest of your Mana and gain +2/+2, Rush, Divine Shield, or Taunt at random for each.
AV_202	Rokara, the Valorous	Battlecry: Equip a 5/2 Unstoppable Force.
AV_203	Shadowcrafter Scabbs	[x]Battlecry: Return all minions to their owner's hands. Summon two 4/2 Shadows with Stealth.
AV_205	Wildheart Guff	[x]Battlecry: Set your maximum Mana to 20. Gain an empty Mana Crystal. Draw a card.
AV_206	Lightforged Cariel	[x]Battlecry: Deal 2 damage to all enemies. Equip a 2/5 Immovable Object.
AV_219	Ram Commander	[x]Battlecry: Add two 1/1 Rams with Rush to your hand.
AV_222	Spammy Arcanist	[x]Battlecry: Deal 1 damage to all other minions. If any die, repeat this.
AV_255	Snowfall Guardian	[x]Battlecry: Freeze all other minions.
AV_260	Sleetbreaker	Battlecry: Add a Windchill to your hand.
AV_262	Warden of Chains	[x]Taunt Battlecry: If you're holding a Demon that costs (5) or more, gain +1/+2.
AV_284	Balinda Stonehearth	Battlecry: Draw 2 spells. Swap their Costs with this minion's stats.
AV_294	Clawfury Adept	Battlecry: Give all other friendly characters +1 Attack this turn.
AV_312	Sacrificial Summoner	Battlecry: Destroy a friendly minion. Summon a minion from your deck that costs (1) more.
AV_313	Hollow Abomination	[x]Battlecry: Deal 1 damage to all enemy minions. Honorable Kill: Gain the minion's Attack.
AV_316	Dreadlich Tamsin	[x]Battlecry: Deal 3 damage to all minions. Shuffle 3 Rifts into your deck. Draw 3 cards.
AV_323	Scrapsmith	Taunt Battlecry: Add two 2/4 Grunts with Taunt to your hand.
AV_331	Najak Hexxen	[x]Battlecry: Take control of an enemy minion. Deathrattle: Give the minion back.
AV_335	Ram Tamer	[x]Battlecry: If you control a Secret, gain +1/+1 and Stealth.
AV_336	Wing Commander Ichman	[x]Battlecry: Summon a Beast from your deck and give it Rush. If it kills a minion this turn, repeat.
AV_343	Stonehearth Vindicator	[x]Battlecry: Draw a spell that costs (3) or less. It costs (0) this turn.
AV_711	Double Agent	[x]Battlecry: If you're holding a card from another class, summon a copy of this.
BAR_040	South Coast Chieftain	Battlecry: If you control another Murloc, deal 2 damage.
BAR_042	Primordial Protector	[x]Battlecry: Draw your highest Cost spell. Summon a random minion with the same Cost.
BAR_045	Arid Stormer	Battlecry: If you played an Elemental last turn, gain Rush and Windfury.
BAR_060	Hog Rancher	Battlecry: Summon a 2/1 Hog with Rush.
BAR_061	Ratchet Privateer	Battlecry: Give your weapon +1 Attack.
BAR_062	Lushwater Murcenary	Battlecry: If you control a Murloc, gain +1/+1.
BAR_069	Injured Marauder	Taunt Battlecry: Deal 6 damage to this minion.
BAR_079t11	Gromsblood	Battlecry: Summon a copy of this.
BAR_079t12	Icecap	Battlecry: Freeze a random enemy minion.
BAR_079t12b	Icecap	Battlecry: Freeze two random enemy minions.
BAR_079t12c	Icecap	Battlecry: Freeze all enemy minions.
BAR_079t13	Firebloom	Battlecry: Deal 3 damage to a random enemy minion.
BAR_079t13b	Firebloom	Battlecry: Deal 3 damage to two random enemy minions.
BAR_307	Void Flayer	[x]Battlecry: For each spell in your hand, deal 1 damage to a random enemy minion.
BAR_313	Priest of An'she	Taunt. Battlecry: If you've restored Health this turn, gain +3/+3.
BAR_316	Oil Rig Ambusher	[x]Battlecry: Deal 2 damage. If this entered your hand this turn, deal 4 instead.
BAR_317	Field Contact	[x]After you play a Battlecry or Combo card, draw a card.
BAR_324	Apothecary Helbrim	Battlecry and Deathrattle: Add a random Poison to your hand.
BAR_329	Death Speaker Blackthorn	Battlecry: Summon 3 Deathrattle minions that cost (5) or less from your deck.
BAR_334	Overlord Saurfang	Battlecry: Resurrect 2 friendly Frenzy minions. Deal 1 damage to all other minions.
BAR_551	Barak Kodobane	[x]Battlecry: Draw a 1, 2, and 3-Cost spell.
BAR_735	Xyrella	Battlecry: If you've restored Health this turn, deal that much damage to all enemy minions.
BAR_743	Toad of the Wilds	[x]Taunt Battlecry: If you're holding a Nature spell, gain +2 Health.
BAR_745	Hecklefang Hyena	Battlecry: Deal 3 damage to your hero.
BAR_748	Varden Dawngrasp	[x]Battlecry: Freeze all enemy minions. If any are already Frozen, deal 4 damage to them instead.
BAR_750	Earth Revenant	[x]Taunt Battlecry: Deal 1 damage to all enemy minions.
BAR_840	Whirling Combatant	[x]Battlecry and Frenzy: Deal 1 damage to all other minions.
BAR_846	Mor'shan Elite	[x]Taunt. Battlecry: If your hero attacked this turn, summon a copy of this.
BAR_873	Knight of Anointment	Battlecry: Draw a Holy spell.
BAR_876	Northwatch Commander	Battlecry: If you control a Secret, draw a minion.
BAR_915	Kabal Outfitter	[x]Battlecry and Deathrattle: Give another random friendly minion +1/+1.
BAR_916	Blood Shard Bristleback	[x]Lifesteal. Battlecry: If your deck contains 10 or fewer cards, deal 6 damage to a minion.
BOT_034	Boommaster Flark	Battlecry: Summon four 0/2 Goblin Bombs.
BOT_038	Fireworks Tech	[x]Battlecry: Give a friendly Mech +1/+1. If it has Deathrattle, trigger it.
BOT_079	Faithful Lumi	Battlecry: Give a friendly Mech +1/+1.
BOT_083	Toxicologist	Battlecry: Give your weapon +1 Attack.
BOT_104	Dyn-o-matic	Battlecry: Deal 5 damage randomly split among all minions except Mechs.
BOT_216	Omega Medic	Battlecry: If you have 10 Mana Crystals, restore #10 Health to your hero.
BOT_224	Doubling Imp	Battlecry: Summon a copy of this minion.
BOT_226	Nethersoul Buster	Battlecry: Gain +1 Attack for each damage your hero has taken this turn.
BOT_256	Astromancer	[x]Battlecry: Summon a random minion with Cost equal to your hand size.
BOT_270	Giggling Inventor	Battlecry: Summon two 1/2 Mechs with Taunt and Divine Shield.
BOT_291	Storm Chaser	Battlecry: Draw a spell from your deck that costs (5) or more.
BOT_296	Omega Defender	[x]Taunt Battlecry: If you have 10 Mana Crystals, gain +10 Attack.
BOT_413	Brainstormer	[x]Battlecry: Gain +1 Health for each spell in your hand.
BOT_431	Whirliglider	Battlecry: Summon a 0/2 Goblin Bomb.
BOT_447	Crystallizer	[x]Battlecry: Deal 5 damage to your hero. Gain 5 Armor.
BOT_448	Damaged Stegotron	Taunt Battlecry: Deal 6 damage to this minion.
BOT_507	Gloop Sprayer	Battlecry: Summon a copy of each adjacent minion.
BOT_511	Seaforium Bomber	[x]Battlecry: Shuffle a Bomb into your opponent's deck. When drawn, it explodes for 5 damage.
BOT_532	Explodinator	Battlecry: Summon two 0/2 Goblin Bombs.
BOT_533	Menacing Nimbus	Battlecry: Add a random Elemental to your hand.
BOT_535	Microtech Controller	Battlecry: Summon two 1/1 Microbots.
BOT_536	Omega Agent	[x]Battlecry: If you have 10 Mana Crystals, summon 2 copies of this minion.
BOT_538	Spark Engine	Battlecry: Add a 1/1 Spark with Rush to your hand.
BOT_540	E.M.P. Operative	Battlecry: Destroy a Mech.
BOT_544	Loose Specimen	Battlecry: Deal 6 damage randomly split among other friendly minions.
BOT_550	Electrowright	Battlecry: If you're holding a spell that costs (5) or more, gain +1/+1.
BOT_552	Star Aligner	[x]Battlecry: If you control 3 minions with 7 Health, deal 7 damage to all enemies.
BOT_562	Coppertail Imposter	Battlecry: Gain Stealth until your next turn.
BOT_573	Subject 9	Battlecry: Draw 5 different Secrets from your deck.
BOT_601	Meteorologist	Battlecry: For each card in your hand, deal 1 damage to a random enemy.
BOT_910	Glowstone Technician	Battlecry: Give all minions in your hand +2/+2.
BRM_004	Twilight Whelp	Battlecry: If you're holding a Dragon, gain +2 Health.
BRM_008	Dark Iron Skulker	Battlecry: Deal 2 damage to all undamaged enemy minions.
BRM_012	Fireguard Destroyer	Battlecry: Gain 1-4 Attack. Overload: (1)
BRM_014	Core Rager	Battlecry: If your hand is empty, gain +3/+3.
BRM_024	Drakonid Crusher	Battlecry: If your opponent has 15 or less Health, gain +3/+3.
BRM_026	Hungry Dragon	Battlecry: Summon a random 1-Cost minion for your opponent.
BRM_029	Rend Blackhand	Battlecry: If you're holding a Dragon, destroy a Legendary minion.
BRM_030	Nefarian	Battlecry: Add 2 random spells to your hand (from your opponent's class).
BRM_033	Blackwing Technician	Battlecry: If you're holding a Dragon, gain +1/+1.
BRM_034	Blackwing Corruptor	Battlecry: If you're holding a Dragon, deal 5 damage.
BT_010	Felfin Navigator	Battlecry: Give your other Murlocs +1/+1.
BT_019t	Murgurgle Prime	Divine Shield Battlecry: Summon 4 random Murlocs. Give them Divine Shield.
BT_109t	Vashj Prime	[x]Spell Damage +1 Battlecry: Draw 3 spells. Reduce their Cost by (3).
BT_114	Shattered Rumbler	Battlecry: If you cast a spell last turn, deal 2 damage to all other minions.
BT_126	Teron Gorefiend	[x]Battlecry: Destroy all other friendly minions. Deathrattle: Resummon them with +1/+1.
BT_140	Bonechewer Raider	Battlecry: If there is a damaged minion, gain +1/+1 and Rush.
BT_142	Shadowhoof Slayer	Battlecry: Give your hero +1 Attack this turn.
BT_159	Terrorguard Escapee	Battlecry: Summon three 1/1 Huntresses for your opponent.
BT_160	Rustsworn Cultist	"[x]Battlecry: Give your other minions ""Deathrattle: Summon a 1/1 Demon."""
BT_196	Keli'dan the Breaker	[x]Battlecry: Destroy a minion. If drawn this turn, instead destroy all minions except this one.
BT_210t	Zixor Prime	[x]Rush Battlecry: Summon 3 copies of this minion.
BT_212	Mok'Nathal Lion	Rush. Battlecry: Choose a friendly minion. Gain a copy of its Deathrattle.
BT_214	Beastmaster Leoroxx	Battlecry: Summon 3 Beasts from your hand.
BT_230	The Lurker Below	[x]Battlecry: Deal 3 damage to an enemy minion. If it dies, repeat on one of its neighbors.
BT_262	Dragonmaw Sentinel	Battlecry: If you're holding a Dragon, gain +1 Attack and Lifesteal.
BT_481	Nethrandamus	[x]Battlecry: Summon two random @-Cost minions. (Upgrades each time a friendly minion dies!)
BT_495	Glaivebound Adept	Battlecry: If your hero attacked this turn, deal 4 damage.
BT_496	Furious Felfin	[x]Battlecry: If your hero attacked this turn, gain +1 Attack and Rush.
BT_702	Ashtongue Slayer	Battlecry: Give a Stealthed minion +3 Attack and Immune this turn.
BT_710	Greyheart Sage	[x]Battlecry: If you control a Stealthed minion, draw 2 cards.
BT_714	Frozen Shadoweaver	Battlecry: Freeze an enemy.
BT_717	Burrowing Scorpid	[x]Battlecry: Deal 2 damage. If that kills the target, gain Stealth.
BT_720	Ruststeed Raider	Taunt, Rush Battlecry: Gain +4 Attack this turn.
BT_722	Guardian Augmerchant	Battlecry: Deal 1 damage to a minion and give it Divine Shield.
BT_723	Rocket Augmerchant	Battlecry: Deal 1 damage to a minion and give it Rush.
BT_724	Ethereal Augmerchant	Battlecry: Deal 1 damage to a minion and give it Spell Damage +1.
BT_729	Waste Warden	[x]Battlecry: Deal 3 damage to a minion and all others of the same minion type.
BT_732	Scavenging Shivarra	Battlecry: Deal 6 damage randomly split among all other minions.
BT_850	Magtheridon	[x]Dormant. Battlecry: Summon three 1/3 enemy Warders. When they die, destroy all minions and awaken.
BT_922	Umberwing	Battlecry: Summon two 1/1 Felwings.
CATA_131	Felwood Treant	[x]Battlecry: Gain a temporary Mana Crystal. If you spent 4 Mana while holding this, it's permanent. ({0} left!)@[x]Battlecry: Gain a temporary Mana Crystal. If you spent 4 Mana while holding this, it's permanent. (Ready!)@[x]Battlecry: Gain a temporary Mana Crystal. If you spent 4 Mana while holding this, it's permanent.
CATA_132	Broodwatcher	[x]Battlecry: Get two 3/3 Whelps with Taunt. If you spent 8 Mana while holding this, summon them. ({0} left!)@[x]Battlecry: Get two 3/3 Whelps with Taunt. If you spent 8 Mana while holding this, summon them. (Ready!)@[x]Battlecry: Get two 3/3 Whelps with Taunt. If you spent 8 Mana while holding this, summon them.
CATA_160	Scorching Ravager	Battlecry: Herald {0}. Give the Soldier Rush.
CATA_161	Gruesome Nightmare	Battlecry: Give a minion in your hand or battlefield Attack equal to this minion's Attack.
CATA_186	Stickybomb Saboteur	[x]Battlecry: Give your opponent a 2-Cost Sabotage. Cards next to it cost (1) more.
CATA_209	Battlefield Blaster	[x]Battlecry: Choose a spell in your hand to give Spell Damage +1.
CATA_304	Injured Attendant	Lifesteal Battlecry: Deal 4 damage to this minion.
CATA_307	Alexstrasza, Guardian of Life	[x]Battlecry: Set your remaining Health to 15. When you reach full Health, deal 15 damage to your opponent.
CATA_458	Archmage Kalec	[x]Battlecry: Give all spells in your hand and deck Spell Damage +1.
CATA_483	Unstable Spellcaster	[x]Spell Damage +1 Battlecry: If you dealt damage with a spell this turn, summon a copy of this.
CATA_552	Ebonscale Scout	[x]Battlecry: Deal damage equal to this minion's Attack. (While in hand, play a Dragon to become an 8/8 Dragon!)
CATA_552t	Ebonscale Scout	[x]Battlecry: Deal damage equal to this minion's Attack.
CATA_564	Air Support	[x]Battlecry: Give a friendly minion Mega-Windfury. It can't attack heroes.
CATA_570	Morchok	[x]Battlecry: Draw a card and reduce its Cost by (10). Repeat this with excess Cost reduction.
CATA_612	Frostbitten Imp	Battlecry: Freeze this.
CATA_720	Warmaster Blackhorn	Battlecry: Destroy all cards that cost (2) or less in both players' decks.
CATA_721	Sheltered Survivor	[x]Battlecry: Choose a card in your hand to shuffle into your deck. Draw a card.
CATA_725	Shadowsworn Disciple	Battlecry: Herald {0}. Deathrattle: Restore #3 Health to your hero.
CATA_EVENT_001	Destructive Phoenix	[x]Battlecry: Choose a card in your hand to set on fire. In 3 turns, discard it and summon a copy of this.
CATA_EVENT_002	Baleful Blazer	Battlecry: If you've played a Fire spell this turn, destroy a minion.
CFM_061	Jinyu Waterspeaker	[x]Battlecry: Restore #6 Health. Overload: (1)
CFM_062	Grimestreet Protector	[x]Taunt Battlecry: Give adjacent minions Divine Shield.
CFM_064	Blubber Baron	Whenever you summon a Battlecry minion while this is in your hand, gain +1/+1.
CFM_067	Hozen Healer	Battlecry: Restore a minion to full Health.
CFM_312	Jade Chieftain	Battlecry: Summon a{1} {0} Jade Golem. Give it Taunt. @Battlecry: Summon a Jade Golem. Give it Taunt.
CFM_315	Alleycat	Battlecry: Summon a 1/1 Cat.
CFM_328	Fight Promoter	[x]Battlecry: If you control a minion with 6 or more Health, draw two cards.
CFM_335	Dispatch Kodo	Battlecry: Deal damage equal to this minion's Attack.
CFM_338	Trogg Beastrager	Battlecry: Give a random Beast in your hand +1/+1.
CFM_342	Luckydo Buccaneer	Battlecry: If your weapon has at least 3 Attack, gain +4/+4.
CFM_343	Jade Behemoth	[x]Taunt Battlecry: Summon a{1} {0} Jade Golem.@[x]Taunt Battlecry: Summon a Jade Golem.
CFM_610	Crystalweaver	Battlecry: Give your Demons +1/+1.
CFM_617	Celestial Dreamer	[x]Battlecry: If you control a minion with 5 or more Attack, gain +2/+2.
CFM_619	Kabal Chemist	Battlecry: Add a random Potion to your hand.
CFM_626	Kabal Talonpriest	Battlecry: Give a friendly minion +3 Health.
CFM_643	Hobart Grapplehammer	[x]Battlecry: If you have a weapon equipped, give all minions in your hand and deck +2/+2.
CFM_648	Big-Time Racketeer	Battlecry: Summon a 6/6 Ogre.
CFM_650	Grimscale Chum	[x]Battlecry: Give a random Murloc in your hand +1/+1.
CFM_651	Naga Corsair	Battlecry: Give your weapon +1 Attack.
CFM_657	Kabal Songstealer	[x]Battlecry: Silence a minion.
CFM_667	Bomb Squad	[x]Battlecry: Deal 5 damage to an enemy minion. Deathrattle: Deal 5 damage to your hero.
CFM_668	Doppelgangster	Battlecry: Summon 2 copies of this minion.
CFM_668t	Doppelgangster	Battlecry: Summon 2 copies of this minion.
CFM_668t2	Doppelgangster	Battlecry: Summon 2 copies of this minion.
CFM_671	Cryomancer	Battlecry: If an enemy is Frozen, gain +2/+2.
CFM_672	Madam Goya	Battlecry: Choose a friendly minion. Summon any copies of it in your deck.
CFM_685	Don Han'Cho	Battlecry: Give a random minion in your hand +5/+5.
CFM_688	Spiked Hogrider	Battlecry: If an enemy minion has Taunt, gain Charge.
CFM_694	Shadow Sensei	Battlecry: Give a Stealthed minion +2/+2.
CFM_715	Jade Spirit	Battlecry: Summon a{1} {0} Jade Golem.@Battlecry: Summon a Jade Golem.
CFM_717	Jade Claws	Battlecry: Summon a{1} {0} Jade Golem. Overload: (1)@Battlecry: Summon a Jade Golem. Overload: (1)
CFM_750	Krul the Unshackled	[x]Battlecry: If your deck has no duplicates, summon all Demons from your hand.
CFM_751	Abyssal Enforcer	Battlecry: Deal 3 damage to all other characters.
CFM_753	Grimestreet Outfitter	Battlecry: Give all minions in your hand +1/+1.
CFM_755	Grimestreet Pawnbroker	Battlecry: Give a random weapon in your hand +1/+1.
CFM_790	Dirty Rat	[x]Taunt Battlecry: Your opponent summons a random minion from their hand.
CFM_806	Wrathion	Taunt. Battlecry: Draw cards until you draw one that isn't a Dragon.
CFM_809	Tanaris Hogchopper	[x]Battlecry: If your opponent's hand is empty, gain Charge.
CFM_810	Leatherclad Hogleader	Battlecry: If your opponent has 6 or more cards in hand, gain Charge.
CFM_816	Virmen Sensei	Battlecry: Give a friendly Beast +3/+3.
CFM_853	Grimestreet Smuggler	Battlecry: Give a random minion in your hand +1/+1.
CFM_855	Defias Cleaner	Battlecry: Silence a minion with Deathrattle.
CFM_902	Aya Blackpaw	Battlecry and Deathrattle: Summon a{1} {0} Jade Golem. @ Battlecry and Deathrattle: Summon a Jade Golem.
CORE_AT_047	Draenei Totemcarver	Battlecry: Gain +1/+1 for each friendly Totem.
CORE_BAR_313	Priest of An'she	Taunt. Battlecry: If you've restored Health this turn, gain +3/+3.
CORE_BAR_551	Barak Kodobane	[x]Battlecry: Draw a 1, 2, and 3-Cost spell.
CORE_BOT_083	Toxicologist	Battlecry: Give your weapon +1 Attack.
CORE_BOT_104	Dyn-o-matic	Battlecry: Deal 5 damage randomly split among all minions except Mechs.
CORE_BOT_256	Astromancer	[x]Battlecry: Summon a random minion with Cost equal to your hand size.
CORE_BOT_533	Menacing Nimbus	Battlecry: Add a random Elemental to your hand.
CORE_BT_922	Umberwing	Battlecry: Summon two 1/1 Felwings.
CORE_CATA_006	Ulfar	"[x]Battlecry: Give your other minions ""Deathrattle: Summon a minion with this minion's Cost."""
CORE_CFM_061	Jinyu Waterspeaker	[x]Battlecry: Restore #6 Health. Overload: (1)
CORE_CFM_751	Abyssal Enforcer	Battlecry: Deal 3 damage to all other characters.
CORE_CFM_753	Grimestreet Outfitter	Battlecry: Give all minions in your hand +1/+1.
CORE_CFM_790	Dirty Rat	[x]Taunt Battlecry: Your opponent summons a random minion from their hand.
CORE_CS2_064	Dread Infernal	Battlecry: Deal 1 damage to ALL other characters.
CORE_CS2_088	Guardian of Kings	Taunt Battlecry: Restore #6 Health to your hero.
CORE_CS2_181	Injured Blademaster	Battlecry: Deal 4 damage to HIMSELF.
CORE_CS2_188	Abusive Sergeant	Battlecry: Give a minion +2 Attack this turn.
CORE_CS2_203	Ironbeak Owl	Battlecry: Silence a minion.
CORE_DAL_086	Sunreaver Spy	Battlecry: If you control a Secret, gain +1/+1.
CORE_DMF_067	Prize Vendor	Battlecry and Deathrattle: Each player draws a card.
CORE_DMF_238	Hammer of the Naaru	Battlecry: Summon a 6/6 Holy Elemental with Taunt.
CORE_DMF_521	Sword Eater	Taunt Battlecry: Equip a 3/2 Sword.
CORE_DMF_733	Kiri, Chosen of Elune	Battlecry: Add a Solar Eclipse and Lunar Eclipse to your hand.
CORE_DRG_024	Sky Raider	Battlecry: Add a random Pirate to your hand.
CORE_EDR_001	Babbling Bookcase	Battlecry: Add 2 random Mage spells to your hand.
CORE_EDR_003	Falric	You gain twice as many Corpses as normal. Battlecry: Draw a card that spends Corpses.
CORE_EX1_002	The Black Knight	Tradeable Battlecry: Destroy an enemy minion with Taunt.
CORE_EX1_005	Big Game Hunter	[x]Tradeable Battlecry: Destroy a minion with 7 or more Attack.
CORE_EX1_014	King Mukla	Battlecry: Give your opponent 2 Bananas.
CORE_EX1_043	Twilight Drake	Battlecry: Gain +1 Health for each card in your hand.
CORE_EX1_046	Dark Iron Dwarf	Battlecry: Give a minion +2 Attack this turn.
CORE_EX1_050	Coldlight Oracle	Battlecry: Each player draws 2 cards.
CORE_EX1_058	Sunfury Protector	Battlecry: Give adjacent minions Taunt.
CORE_EX1_066	Acidic Swamp Ooze	Battlecry: Destroy your opponent's weapon.
CORE_EX1_082	Mad Bomber	Battlecry: Deal 3 damage randomly split between all other characters.
CORE_EX1_093	Defender of Argus	Battlecry: Give adjacent minions +1/+1 and Taunt.
CORE_EX1_103	Coldlight Seer	Battlecry: Give your other Murlocs +2 Health.
CORE_EX1_116	Leeroy Jenkins	Charge. Battlecry: Summon two 1/1 Whelps for your opponent.
CORE_EX1_186	SI:7 Infiltrator	Battlecry: Destroy a random enemy Secret.
CORE_EX1_188	Barrens Stablehand	Battlecry: Summon a random Beast.
CORE_EX1_189	Brightwing	Battlecry: Add a random Legendary minion to your hand.
CORE_EX1_190	High Inquisitor Whitemane	Battlecry: Summon all friendly minions that died this turn.
CORE_EX1_193	Psychic Conjurer	Battlecry: Copy a card in your opponent’s deck and add it to your hand.
CORE_EX1_195	Kul Tiran Chaplain	Battlecry: Give a friendly minion +2 Health.
CORE_EX1_198	Natalie Seline	Battlecry: Destroy a minion and gain its Health.
CORE_EX1_284	Azure Drake	Spell Damage +1 Battlecry: Draw a card.
CORE_EX1_304	Void Terror	[x]Battlecry: Destroy both adjacent minions and gain their Attack and Health.
CORE_EX1_319	Flame Imp	Battlecry: Deal 3 damage to your hero.
CORE_EX1_323	Lord Jaraxxus	Battlecry: Equip a 3/8 Blood Fury.
CORE_EX1_362	Argent Protector	Battlecry: Give a friendly minion Divine Shield.
CORE_EX1_506	Murloc Tidehunter	Battlecry: Summon a 1/1 Murloc Scout.
CORE_EX1_603	Cruel Taskmaster	Battlecry: Deal 1 damage to a minion and give it +2 Attack.
CORE_EX1_623	Temple Enforcer	Battlecry: Give a friendly minion +3 Health.
CORE_GIL_124	Mossy Horror	Battlecry: Destroy all other minions with 2 or less Attack.
CORE_GIL_531	Witch's Apprentice	Taunt Battlecry: Add a random Shaman spell to your hand.
CORE_GIL_580	Town Crier	Battlecry: Draw a Rush minion from your deck.
CORE_GIL_622	Lifedrinker	[x]Battlecry: Deal 3 damage to the enemy hero. Restore #3 Health to your hero.
CORE_GVG_053	Shieldmaiden	Battlecry: Gain 5 Armor.
CORE_GVG_059	Coghammer	Battlecry: Give a random friendly minion Divine Shield and Taunt.
CORE_GVG_110	Dr. Boom	Battlecry: Summon two 1/1 Boom Bots. WARNING: Bots may explode.
CORE_ICC_018	Phantom Freebooter	Battlecry: Gain stats equal to your weapon's.
CORE_ICC_025	Rattling Rascal	[x]Battlecry: Summon a 5/5 Skeleton. Deathrattle: Summon one for your opponent.
CORE_ICC_026	Grim Necromancer	Battlecry: Summon two 1/1 Skeletons.
CORE_ICC_028	Sunborne Val'kyr	Battlecry: Give adjacent minions +2 Health.
CORE_ICC_058	Brrrloc	Battlecry: Freeze an enemy.
CORE_ICC_064	Blood Razor	Battlecry and Deathrattle: Deal 1 damage to all minions.
CORE_ICC_069	Ghastly Conjurer	Battlecry: Add a 'Mirror Image' spell to your hand.
CORE_ICC_092	Acherus Veteran	Battlecry: Give a friendly minion +1 Attack.
CORE_ICC_093	Tuskarr Fisherman	Battlecry: Give a friendly minion Spell Damage +1.
CORE_ICC_096	Furnacefire Colossus	Battlecry: Discard all weapons from your hand and gain their stats.
CORE_ICC_252	Coldwraith	Battlecry: If an enemy is Frozen, draw a card.
CORE_ICC_257	Corpse Raiser	"[x]Battlecry: Give a friendly minion ""Deathrattle: Resummon this minion."""
CORE_ICC_450	Death Revenant	Battlecry: Gain +1/+1 for each damaged minion.
CORE_ICC_466	Saronite Chain Gang	[x]Taunt Battlecry: Summon a copy of this minion.
CORE_ICC_467	Deathspeaker	Battlecry: Give a friendly minion Immune this turn.
CORE_ICC_701	Skulking Geist	Battlecry: Destroy all 1-Cost spells in both hands and decks.
CORE_ICC_705	Bonemare	Battlecry: Give a friendly minion +4/+4 and Taunt.
CORE_ICC_801	Howling Commander	Battlecry: Draw a Divine Shield minion from your deck.
CORE_ICC_807	Strongshell Scavenger	Battlecry: Give your Taunt minions +2/+2.
CORE_ICC_810	Deathaxe Punisher	Battlecry: Give a random Lifesteal minion in your hand +2/+2.
CORE_ICC_827	Valeera the Hollow	Battlecry: Gain Stealth until your next turn.
CORE_ICC_829	Uther of the Ebon Blade	Battlecry: Equip a 5/3 Lifesteal weapon.
CORE_ICC_830	Shadowreaper Anduin	Battlecry: Destroy all minions with 5 or more Attack.
CORE_ICC_834	Scourgelord Garrosh	Battlecry: Equip a 4/3 Shadowmourne that also damages adjacent minions.
CORE_ICC_838	Sindragosa	Battlecry: Summon two 0/1 Frozen Champions.
CORE_ICC_851	Prince Keleseth	Battlecry: If your deck has no 2-Cost cards, give all minions in your deck +1/+1.
CORE_ICC_853	Prince Valanar	Battlecry: If your deck has no 4-Cost cards, gain Lifesteal and Taunt.
CORE_ICC_855	Hyldnir Frostrider	Battlecry: Freeze your other minions.
CORE_ICC_903	Sanguine Reveler	Battlecry: Destroy a friendly minion and gain +2/+2.
CORE_ICC_904	Wicked Skeleton	Battlecry: Gain +1/+1 for each minion that died this turn.
