CardID	Name	Text
AV_294	Clawfury Adept	<b>Battlecry:</b> Give all other friendly characters +1 Attack this turn.
AV_296	Pride Seeker	[x]<b>Battlecry:</b> Your next <b>Choose One</b> card costs (2) less.
AV_308	Grave Defiler	[x]<b>Battlecry:</b> Choose a Fel spell in your hand. Get a copy of it.
AV_312	Sacrificial Summoner	<b>Battlecry:</b> Destroy a friendly minion. Summon a minion from your deck that costs (1) more.
AV_323	Scrapsmith	<b>Taunt</b> <b>Battlecry:</b> Add two 2/4 Grunts with <b>Taunt</b> to your hand.
AV_331	Najak Hexxen	[x]<b>Battlecry:</b> Take control of an enemy minion. <b>Deathrattle:</b> Give the minion back.
AV_336	Wing Commander Ichman	[x]<b>Battlecry:</b> Summon a Beast from your deck and give it <b>Rush</b>. If it kills a minion this turn, repeat.
AV_343	Stonehearth Vindicator	[x]<b>Battlecry:</b> Draw a spell that costs (3) or less. It costs (0) this turn.
AV_403	Cera'thine Fleetrunner	[x]<b>Battlecry:</b> Replace your minions in hand and deck with ones from other classes. They cost (2) less.
AV_711	Double Agent	[x]<b>Battlecry:</b> If you're holding a card from another class, _summon a copy of this.
BAR_030	Pack Kodo	<b>Battlecry:</b> <b>Discover</b> a Beast, <b>Secret</b>, or weapon.
BAR_037	Warsong Wrangler	[x]<b>Battlecry:</b> <b>Discover</b> a Beast from your deck. Give all copies of it +2/+1 <i>(wherever_they_are)</i>.
BAR_042	Primordial Protector	[x]<b>Battlecry:</b> Draw your highest Cost spell. Summon a random minion with the same Cost.
BAR_060	Hog Rancher	<b>Battlecry:</b> Summon a 2/1 Hog with <b>Rush</b>.
BAR_064	Talented Arcanist	<b>Battlecry:</b> Your next spell_this turn has <b>Spell_Damage +2</b>.
BAR_065	Venomous Scorpid	<b>Poisonous</b> <b>Battlecry:</b> <b>Discover</b> a spell.
BAR_077	Kargal Battlescar	[x]<b>Battlecry:</b> Summon a 5/5 Lookout for each Watch Post you've __summoned this game.
BAR_079	Kazakus, Golem Shaper	<b>Battlecry:</b> If your deck has no 4-Cost cards, build a custom Golem.
BAR_079t11	Gromsblood	<b>Battlecry:</b> Summon a copy of this.
BAR_080	Shadow Hunter Vol'jin	<b>Battlecry:</b> Choose a minion. Swap it with a random one in its owner's hand.
BAR_081	Southsea Scoundrel	<b>Battlecry:</b> <b>Discover</b> a card in your opponent's deck. They draw theirs as well.
BAR_315	Serena Bloodfeather	<b>Battlecry:</b> Choose an enemy minion. Steal Attack and Health from it until this has more.
BAR_324	Apothecary Helbrim	<b>Battlecry and Deathrattle:</b> Add a random Poison to your hand.
BAR_329	Death Speaker Blackthorn	<b>Battlecry:</b> Summon 3 <b>Deathrattle</b> minions that cost (5) or less from your deck.
BAR_333	Kurtrus Ashfallen	[x]<b>Battlecry:</b> Attack the left and right-most enemy minions. <b>Outcast:</b> <b>Immune</b> this turn.
BAR_430	Horde Operative	<b>Battlecry:</b> Copy your opponent's <b>Secrets</b> and put them into play.
BAR_544	Reckless Apprentice	<b>Battlecry:</b> Fire your Hero Power at all enemies.
BAR_547	Mordresh Fire Eye	[x]<b>Battlecry:</b> If you've dealt 10 damage with your Hero Power this game, deal 10 damage to all enemies.@ <i>({0} left!)</i>@ <i>(Ready!)</i>
BAR_551	Barak Kodobane	[x]<b>Battlecry:</b> Draw a 1, 2, __and 3-Cost spell.
BAR_721	Mankrik	[x]<b>Battlecry:</b> Help Mankrik find his wife! She was last seen somewhere in your deck.
BAR_735	Xyrella	<b>Battlecry:</b> If you've restored Health this turn, deal that much damage to all enemy minions.
BAR_743	Toad of the Wilds	[x]<b>Taunt</b> <b>Battlecry:</b> If you're holding a Nature spell, gain +2 Health.
BAR_846	Mor'shan Elite	[x]<b>Taunt</b>. <b>Battlecry:</b> If your hero attacked this turn, summon a copy of this.
BAR_848	Lilypad Lurker	[x]<b>Battlecry:</b> If you played an Elemental last turn, transform an enemy minion into a 0/1 Frog with <b>Taunt</b>.
BAR_854	Kindling Elemental	[x]<b>Battlecry:</b> The next Elemental you play costs (1) less.
BAR_873	Knight of Anointment	<b>Battlecry:</b> Draw a Holy spell.
BAR_876	Northwatch Commander	<b>Battlecry:</b> If you control a <b>Secret</b>, draw a minion.
BAR_879	Cannonmaster Smythe	<b>Battlecry:</b> Transform your <b>Secrets</b> into 3/3 Soldiers. They transform back when they die.
BAR_915	Kabal Outfitter	[x]<b>Battlecry and Deathrattle:</b> Give another random _friendly minion +1/+1.
BAR_919	Neeru Fireblade	<b>Battlecry:</b> If your deck is empty, open a portal that fills your board with 3/2 Imps each turn.
BOT_034	Boommaster Flark	<b>Battlecry:</b> Summon four 0/2 Goblin Bombs.
BOT_216	Omega Medic	<b>Battlecry:</b> If you have 10 Mana Crystals, restore #10 Health to your hero.
BOT_226	Nethersoul Buster	<b>Battlecry:</b> Gain +1 Attack for each damage your hero has taken this turn.
BOT_238	Dr. Boom, Mad Genius	<b>Battlecry:</b> For the rest of the game, your Mechs have <b>Rush</b>.
BOT_243	Myra Rotspring	[x]<b>Battlecry:</b> <b>Discover</b> a <b>Deathrattle</b> minion. Also gain its <b>Deathrattle</b>.
BOT_256	Astromancer	[x]<b>Battlecry:</b> Summon a random minion with Cost equal to your hand size.
BOT_270	Giggling Inventor	<b>Battlecry:</b> Summon two 1/2 Mechs with <b>Taunt</b> and_<b>Divine Shield</b>.
BOT_288	Lab Recruiter	<b>Battlecry:</b> Shuffle 3 copies of a friendly minion into your deck.
BOT_291	Storm Chaser	<b>Battlecry:</b> Draw a spell from your deck that costs_(5) or more.
BOT_296	Omega Defender	[x]<b>Taunt</b> <b>Battlecry:</b> If you have 10 Mana Crystals, gain +10 Attack.
BOT_411	Electra Stormsurge	<b>Battlecry:</b> Your next spell this turn casts twice.
BOT_413	Brainstormer	[x]<b>Battlecry:</b> Gain +1 Health for each spell in your hand.
BOT_419	Dendrologist	<b>Battlecry:</b> If you control a Treant, <b>Discover</b> a spell.
BOT_431	Whirliglider	<b>Battlecry:</b> Summon a 0/2_Goblin Bomb.
BOT_507	Gloop Sprayer	<b>Battlecry:</b> Summon a copy of each adjacent minion.
BOT_511	Seaforium Bomber	[x]<b>Battlecry:</b> Shuffle a Bomb into your opponent's deck. When drawn, it explodes for 5 damage.
BOT_531	Celestial Emissary	<b>Battlecry:</b> Your next spell_this turn has <b>Spell_Damage +2</b>.
BOT_531_Puzzle	Celestial Emissary	<b>Battlecry:</b> Your next spell_this turn has <b>Spell_Damage +2</b>.
BOT_532	Explodinator	<b>Battlecry:</b> Summon two 0/2 Goblin Bombs.
BOT_536	Omega Agent	[x]<b>Battlecry:</b> If you have 10 Mana Crystals, summon _2 copies of this minion.
BOT_538	Spark Engine	<b>Battlecry:</b> Add a 1/1 Spark with <b>Rush</b> to_your hand.
BOT_539	Arcane Dynamo	<b>Battlecry:</b> <b>Discover</b> a spell that costs (5) or more.
BOT_540	E.M.P. Operative	<b>Battlecry:</b> Destroy a Mech.
BOT_543	Omega Mind	[x]<b>Battlecry:</b> If you have 10 Mana Crystals, your spells have <b>Lifesteal</b> this turn.
BOT_552	Star Aligner	[x]<b>Battlecry:</b> If you control 3 minions with 7 Health, deal 7 damage to all enemies.
BOT_573	Subject 9	<b>Battlecry:</b> Draw 5 different <b>Secrets</b> from your deck.
BOT_907	Galvanizer	[x]<b>Battlecry:</b> Reduce the Cost of Mechs in your hand by (1).
BRM_012	Fireguard Destroyer	<b>Battlecry:</b> Gain 1-4 Attack. <b>Overload:</b> (1)
BRM_018	Dragon Consort	<b>Battlecry:</b> The next Dragon you play costs (2) less.
BRM_029	Rend Blackhand	<b>Battlecry:</b> If you're holding a Dragon, destroy a <b>Legendary</b> minion.
BRM_030	Nefarian	<b>Battlecry:</b> Add 2 random spells to your hand <i>(from your opponent's class)</i>.
BT_019t	Murgurgle Prime	<b>Divine Shield</b> <b>Battlecry:</b> Summon 4 random Murlocs. Give them <b>Divine Shield</b>.
BT_020	Aldor Attendant	<b>Battlecry:</b> Reduce the Cost_of your Librams by_(1) this game.
BT_026	Aldor Truthseeker	<b>Taunt</b>. <b>Battlecry:</b> Reduce the Cost of your Librams by (2) this game.
BT_028t	Solarian Prime	<b>Spell Damage +1</b> <b>Battlecry:</b> Cast 5 random Mage spells <i>(targets enemies if possible)</i>.
BT_106	Bogstrok Clacker	<b>Battlecry:</b> Transform adjacent minions into random minions that cost (1) more.
BT_109t	Vashj Prime	[x]<b>Spell Damage +1</b> <b>Battlecry:</b> Draw 3 spells. ___Reduce their Cost by (3).___
BT_115	Marshspawn	<b>Battlecry:</b> If you cast a spell last turn, <b>Discover</b> a spell.
BT_120	Warmaul Challenger	<b>Battlecry:</b> Choose an enemy minion. Battle it to the death!
BT_126	Teron Gorefiend	[x]<b>Battlecry:</b> Destroy all other friendly minions. <b>Deathrattle:</b> Resummon them with +1/+1.
BT_131	Ysiel Windsinger	<b>Battlecry:</b> Your spells cost (1) this turn.
BT_159	Terrorguard Escapee	<b>Battlecry:</b> Summon three 1/1 Huntresses for your_opponent.
BT_210t	Zixor Prime	[x]<b>Rush</b> <b>Battlecry:</b> Summon 3 copies of this minion.
BT_212	Mok'Nathal Lion	<b>Rush</b>. <b>Battlecry:</b> Choose a friendly minion. Gain a copy of its <b>Deathrattle</b>.
BT_214	Beastmaster Leoroxx	<b>Battlecry:</b> Summon 3 Beasts from your hand.
BT_301	Nightshade Matron	<b>Rush</b> <b>Battlecry:</b> Discard your highest Cost card.
BT_307	Darkglare	<b>Battlecry:</b> If your hero took damage this turn, refresh 3 Mana Crystals.
BT_309t	Kanrethad Prime	<b>Battlecry:</b> Summon 3 friendly Demons that died_this game.
BT_321	Netherwalker	<b>Battlecry:</b> <b>Discover</b> a Demon.
BT_323	Sightless Watcher	<b>Battlecry:</b> Look at 3 cards in your deck. Choose one to put on top.
BT_334	Lady Liadrin	[x]<b>Battlecry:</b> Add a copy of each spell you cast on friendly characters this game to your hand.
BT_416	Raging Felscreamer	<b>Battlecry:</b> The next Demon you play costs (2) less.
BT_481	Nethrandamus	[x]<b>Battlecry:</b> Summon two random @-Cost minions. <i>(Upgrades each time a friendly minion dies!)</i>
BT_702	Ashtongue Slayer	<b>Battlecry:</b> Give a <b><b>Stealth</b>ed</b> minion +3 Attack and <b>Immune</b> this turn.
BT_711	Blackjack Stunner	[x]<b>Battlecry:</b> If you control a <b>Secret</b>, return a minion to its owner's hand. It costs (2) more.
BT_737	Maiev Shadowsong	<b>Battlecry:</b> Choose a minion. It goes <b>Dormant</b> for 2 turns.
CATA_111	Darkscale Broodmother	<b>Battlecry:</b> If you're holding a Dragon, refresh 2 Mana Crystals.
CATA_131	Felwood Treant	[x]<b>Battlecry:</b> Gain a temporary Mana Crystal. If you spent 4 Mana while holding this, it's ___permanent. <i>({0} left!)</i>@[x]<b>Battlecry:</b> Gain a temporary Mana Crystal. If you spent 4 Mana while holding this, it's ___permanent. <i>(Ready!)</i>@[x]<b>Battlecry:</b> Gain a temporary Mana Crystal. If you spent 4 Mana while holding this, it's permanent.
CATA_132	Broodwatcher	[x]<b>Battlecry:</b> Get two 3/3 Whelps with <b>Taunt</b>. If you spent 8 Mana while holding this, summon them. <i>({0} left!)</i>@[x]<b>Battlecry:</b> Get two 3/3 Whelps with <b>Taunt</b>. If you spent 8 Mana while holding this, summon them. <i>(Ready!)</i>@[x]<b>Battlecry:</b> Get two 3/3 Whelps with <b>Taunt</b>. If you spent 8 Mana while holding this, summon them.
CATA_140	Merithra of the Dream	[x]<b>Battlecry:</b> Fill your hand with random Dragons. If you spent 25 Mana while holding this, they cost (1). <i>({0} left!)</i>@[x]<b>Battlecry:</b> Fill your hand with random Dragons. If you spent 25 Mana while holding this, they cost (1). <i>(Ready!)</i>@[x]<b>Battlecry:</b> Fill your hand with random Dragons. If you spent 25 Mana while holding this, they cost (1).
CATA_153	Al'Akir, Lord of Storms	[x]<b>Colossal +2, <b>Rush</b>, Windfury</b> <b>Battlecry:</b> Get 2 minions with Cost equal to this minion's Attack. They cost (1).
CATA_160	Scorching Ravager	<b>Battlecry:</b> <b>Herald</b> {0}. Give the Soldier <b>Rush</b>.
CATA_161	Gruesome Nightmare	<b>Battlecry:</b> Give a minion in your hand or battlefield Attack equal to this minion's Attack.
CATA_180	War'loc	[x]<b>Battlecry:</b> Your next Murloc that costs (3) or less costs _Health instead of Mana.
CATA_186	Stickybomb Saboteur	[x]<b>Battlecry:</b> Give your opponent a 2-Cost Sabotage. Cards next to it cost (1) more.
CATA_190h	Deathwing, Worldbreaker	[x]<b>Battlecry:</b> Choose {0} |4(Cataclysm,Cataclysms) to unleash! <i><b>Herald</b> twice to upgrade.</i>@[x]<b>Battlecry:</b> Choose {0} |4(Cataclysm,Cataclysms) to unleash! <i><b>Herald</b> once to upgrade.</i>@[x]<b>Battlecry:</b> Choose {0} |4(Cataclysm,Cataclysms) to unleash!
CATA_200	Agent of the Old Ones	[x]<b>Battlecry:</b> Choose a card in your hand to transform into a Coin.
CATA_201	Twilight Mistress	<b>Battlecry:</b> Return all enemy minions to their owner's hand.
CATA_209	Battlefield Blaster	[x]<b>Battlecry:</b> Choose a spell in your hand to give <b>Spell Damage +1</b>.
CATA_213	Vyranoth	[x]<b>Battlecry:</b> If the total Cost of your starting minions was 100, split 100 stats among minions in your deck.
CATA_216	Cleansing Cleric	<b>Battlecry:</b> Your healing effects restore 2 more Health this game.
CATA_307	Alexstrasza, Guardian of Life	[x]<b>Battlecry:</b> Set your remaining Health to 15. When you reach full Health, deal 15 damage to your opponent.
CATA_458	Archmage Kalec	[x]<b>Battlecry:</b> Give all spells in your hand and deck <b>Spell Damage +1.</b>
CATA_470	Victor Nefarius	[x]<b>Battlecry:</b> Craft a custom Undead Dragon. If you're holding a Dragon, reduce the Creation's Cost by (3).
CATA_481	Iso'rath	[x]<b>Battlecry:</b> Devour 2 random cards from the opponent's hand, then go <b>Dormant</b> for 2 turns. <b>Deathrattle:</b> Return them.
CATA_483	Unstable Spellcaster	[x]<b>Spell Damage +1</b> <b>Battlecry:</b> If you dealt damage with a spell this turn, summon a copy of this.
CATA_484	Winterspring Whelp	<b>Battlecry:</b> <b>Discover</b> a 1-Cost spell from any_class.
CATA_490	Ocular Occultist	[x]<b>Taunt</b> <b>Battlecry:</b> Choose a card in your hand to discard.
CATA_497	Ultraxion	[x]<b>Battlecry:</b> <b>Herald</b> {0}. Reduce Deathwing's Cost by ({1}). <i>(<b>Herald</b> to improve!)</i>
CATA_525	Armored Bloodletter	<b>Rush</b> <b>Battlecry:</b> <b>Herald</b> {0}.
CATA_552	Ebonscale Scout	[x]<b>Battlecry:</b> Deal damage equal to this minion's Attack. <i>(While in hand, play a Dragon to become an 8/8 Dragon!)</i>
CATA_552t	Ebonscale Scout	[x]<b>Battlecry:</b> Deal damage equal to this minion's Attack.
CATA_553	Ebyssian	[x]<b>Battlecry:</b> Your Dragons have <b>Rush</b> this game. <i>(While in hand, play a Dragon to become a 12/12 Dragon!)</i>
CATA_553t	Ebyssian	[x]<b>Battlecry:</b> Your Dragons have <b>Rush</b> this game.
CATA_556	Carrier Whelp	<b>Battlecry:</b> Get a random Dragon that costs (3) or less.
CATA_563	Crackling Cloudstrider	[x]<b>Battlecry:</b> Choose a spell in your hand that costs (4) or less to absorb. <b>Deathrattle:</b> Cast it.
CATA_564	Air Support	[x]<b>Battlecry:</b> Give a friendly minion <b>Mega-Windfury</b>. It can't attack heroes.
CATA_565	Skywall Sentinel	<b>Taunt</b> <b>Battlecry:</b> <b>Herald</b> {0}.
CATA_566	Tol'vir Carver	[x]<b>Battlecry:</b> Choose a card in your hand. At the start of your turns, reduce its Cost by (1).
CATA_580	Cataclysmic War Axe	<b>Battlecry:</b> <b>Herald</b> {0}.
CATA_591	Commander Geddon	[x]<b>Battlecry:</b> Instead of drawing each turn, <b>Discover</b> a card from your deck. It costs (3) __less. Destroy the others.
CATA_614	Shadowed Informant	[x]<b>Battlecry:</b> <b>Discover</b> a spell from your class. <i>(Swaps class each turn!)</i>@[x]<b>Battlecry:</b> <b>Discover</b> a {0} spell. <i>____(Swaps class each turn!)</i>__
CATA_615t	Genn, Worgen King	<b>Battlecry:</b> Upgrade your starting Hero Power. It costs (1).
CATA_697	Malevolent Mutant	[x]<b>Battlecry:</b> Choose a Fel spell in your hand. Get a copy of it.
CATA_699	Dread Leviathan	[x]<b>Taunt</b>. <b>Battlecry:</b> Choose an enemy minion to steal 3 _Health from, three times.
CATA_720	Warmaster Blackhorn	<b>Battlecry:</b> Destroy all cards that cost (2) or less in both players' decks.
CATA_722	Envoy of the End	<b>Taunt</b> <b>Battlecry:</b> <b>Herald</b> {0}.
CATA_780	Obsessive Technician	<b>Lifesteal</b> <b>Battlecry:</b> <b>Herald</b> {0}.
CATA_897	Gemstone Hoarder	[x]<b>Battlecry:</b> Choose a card in your hand to discard. <b>Deathrattle:</b> Get it back. It costs (1) less.
CATA_979	Conjuration Specialist	<b>Battlecry:</b> Choose a spell in your hand. Split it into two random spells of the same Cost.
CATA_EVENT_000	Primordial Lord	<b>Battlecry:</b> Get a random <b>Colossal</b> minion from the past.
CATA_EVENT_001	Destructive Phoenix	[x]<b>Battlecry:</b> Choose a card in your hand to set on fire. In 3 turns, discard it and summon a copy of this.
CFM_020	Raza the Chained	[x] <b>Battlecry:</b> If your deck has no duplicates, your Hero Power costs (0) this game.
CFM_062	Grimestreet Protector	[x]<b>Taunt</b> <b>Battlecry:</b> Give adjacent _minions <b>Divine Shield</b>.
CFM_063	Kooky Chemist	<b>Battlecry:</b> Swap the Attack and Health of a minion.
CFM_066	Kabal Lackey	[x]<b>Battlecry:</b> The next <b>Secret</b> you play this turn costs (1).
CFM_312	Jade Chieftain	<b>Battlecry:</b> Summon a{1} {0} <b>Jade Golem</b>. Give it <b>Taunt</b>. @<b>Battlecry:</b> Summon a <b>Jade Golem</b>. Give it <b>Taunt</b>.
CFM_321	Grimestreet Informant	[x]<b>Battlecry:</b> <b>Discover</b> a Hunter, Paladin, or Warrior card.
CFM_335	Dispatch Kodo	<b>Battlecry:</b> Deal damage equal to this minion's Attack.
CFM_338	Trogg Beastrager	<b>Battlecry:</b> Give a random Beast in your hand +1/+1.
CFM_343	Jade Behemoth	[x]<b>Taunt</b> <b>Battlecry:</b> Summon a{1} {0} <b>Jade Golem</b>.@[x]<b>Taunt</b> <b>Battlecry:</b> Summon a <b>Jade Golem</b>.
CFM_605	Drakonid Operative	[x]<b>Battlecry:</b> If you're holding a Dragon, <b>Discover</b> a copy of a card in your opponent's deck.
CFM_610	Crystalweaver	<b>Battlecry:</b> Give your Demons +1/+1.
CFM_619	Kabal Chemist	<b>Battlecry:</b> Add a random Potion to your hand.
CFM_621	Kazakus	[x]<b>Battlecry:</b> If your deck has no duplicates, _create a custom spell.
CFM_643	Hobart Grapplehammer	[x]<b>Battlecry:</b> If you have a weapon equipped, give all minions in your hand and deck +2/+2.
CFM_649	Kabal Courier	<b>Battlecry:</b> <b>Discover</b> a Mage, Priest, or Warlock card.
CFM_650	Grimscale Chum	[x]<b>Battlecry:</b> Give a random Murloc in your hand +1/+1.
CFM_655	Toxic Sewer Ooze	<b>Battlecry:</b> Remove 1 Durability from your opponent's weapon.
CFM_656	Streetwise Investigator	<b>Battlecry:</b> Enemy minions lose <b>Stealth</b>.
CFM_660	Manic Soulcaster	<b>Battlecry:</b> Choose a friendly minion. Shuffle a copy into your deck.
CFM_668	Doppelgangster	<b>Battlecry:</b> Summon 2 copies of this minion.
CFM_668t	Doppelgangster	<b>Battlecry:</b> Summon 2 copies of this minion.
CFM_668t2	Doppelgangster	<b>Battlecry:</b> Summon 2 copies of this minion.
CFM_672	Madam Goya	<b>Battlecry:</b> Choose a friendly minion. Summon any copies of it in your deck.
CFM_685	Don Han'Cho	<b>Battlecry:</b> Give a random minion in your hand +5/+5.
CFM_687	Inkmaster Solia	[x]<b>Battlecry:</b> If your deck has no duplicates, the next spell you cast this turn costs (0).
CFM_688	Spiked Hogrider	<b>Battlecry:</b> If an enemy minion has <b>Taunt</b>, gain_<b>Charge</b>.
CFM_694	Shadow Sensei	<b>Battlecry:</b> Give a <b>Stealthed</b> minion +2/+2.
CFM_699	Seadevil Stinger	[x]<b>Battlecry:</b> The next Murloc you play this turn costs _Health instead of Mana.
CFM_715	Jade Spirit	<b>Battlecry:</b> Summon a{1} {0} <b>Jade_Golem</b>.@<b>Battlecry:</b> Summon a <b>Jade_Golem</b>.
CFM_717	Jade Claws	<b>Battlecry:</b> Summon a{1} {0} <b>Jade Golem</b>. <b><b>Overload</b>:</b> (1)@<b>Battlecry:</b> Summon a <b>Jade Golem</b>. <b><b>Overload</b>:</b> (1)
CFM_750	Krul the Unshackled	[x]<b>Battlecry:</b> If your deck has no duplicates, summon all _Demons from your hand._
CFM_755	Grimestreet Pawnbroker	<b>Battlecry:</b> Give a random weapon in your hand +1/+1.
CFM_790	Dirty Rat	[x]<b>Taunt</b> <b>Battlecry:</b> Your opponent summons a random minion from their hand.
CFM_806	Wrathion	<b>Taunt</b>. <b>Battlecry:</b> Draw cards until you draw one that isn't a Dragon.
CFM_809	Tanaris Hogchopper	[x]<b>Battlecry:</b> If your opponent's hand is empty, gain <b>Charge</b>.
CFM_810	Leatherclad Hogleader	<b>Battlecry:</b> If your opponent has 6 or more cards in hand, gain <b>Charge</b>.
CFM_852	Lotus Agents	<b>Battlecry:</b> <b>Discover</b> a Druid, Rogue, or Shaman card.
CFM_853	Grimestreet Smuggler	<b>Battlecry:</b> Give a random minion in your hand +1/+1.
CFM_902	Aya Blackpaw	<b>Battlecry and Deathrattle:</b> Summon a{1} {0} <b>Jade Golem</b>. @ <b>Battlecry and Deathrattle:</b> Summon a <b>Jade Golem</b>.
CORE_AT_132	Justicar Trueheart	<b>Battlecry:</b> Replace your starting Hero Power with a better one.
CORE_BAR_551	Barak Kodobane	[x]<b>Battlecry:</b> Draw a 1, 2, __and 3-Cost spell.
CORE_BOT_256	Astromancer	[x]<b>Battlecry:</b> Summon a random minion with Cost equal to your hand size.
CORE_BT_115	Marshspawn	<b>Battlecry:</b> If you cast a spell last turn, <b>Discover</b> a spell.
CORE_BT_120	Warmaul Challenger	<b>Battlecry:</b> Choose an enemy minion. Battle it to the death!
CORE_BT_321	Netherwalker	<b>Battlecry:</b> <b>Discover</b> a Demon.
CORE_BT_323	Sightless Watcher	<b>Battlecry:</b> Look at 3 cards in your deck. Choose one to put on top.
CORE_BT_334	Lady Liadrin	[x]<b>Battlecry:</b> Add a copy of each spell you cast on friendly characters this game to your hand.
CORE_BT_416	Raging Felscreamer	<b>Battlecry:</b> The next Demon you play costs (2) less.
CORE_CATA_001	Tichondrius	Your hero is <b>Immune</b>. <b>Battlecry:</b> Your next Demon this turn costs (0).
CORE_CATA_002	Calia Menethil	<b>Battlecry:</b> Resurrect your highest-Cost minion that died this game.
CORE_CATA_006	Ulfar	"[x]<b>Battlecry:</b> Give your other minions ""<b>Deathrattle:</b> Summon a minion with this minion's Cost."""
CORE_CFM_605	Drakonid Operative	[x]<b>Battlecry:</b> If you're holding a Dragon, <b>Discover</b> a copy of a card in your opponent's deck.
CORE_CFM_790	Dirty Rat	[x]<b>Taunt</b> <b>Battlecry:</b> Your opponent summons a random minion from their hand.
CORE_CS3_003	Felsoul Jailer	[x]<b>Battlecry:</b> Your opponent discards a minion. <b>Deathrattle:</b> Return it.
CORE_CS3_008	Bloodsail Deckhand	[x]<b>Battlecry:</b> The next weapon you play costs (1) less.
CORE_CS3_012	Nordrassil Druid	<b>Battlecry:</b> The next spell you cast this turn costs_(3)_less.
CORE_DAL_416	Hench-Clan Burglar	<b>Battlecry:</b> <b>Discover</b> a spell from another class.
CORE_DAL_422	Arch-Villain Rafaam	<b><b>Taunt</b> Battlecry:</b> Replace your hand and deck with <b>Legendary</b> minions.
CORE_DAL_609	Kalecgos	Your first spell each turn costs (0). <b>Battlecry:</b> <b>Discover</b> a spell.
CORE_DAL_729	Madame Lazul	[x]<b>Battlecry:</b> <b>Discover</b> a copy of a card in your opponent's hand.
CORE_DMF_231	Zai, the Incredible	<b>Battlecry:</b> Copy the left- and right-most cards in your hand.
CORE_DMF_240	Lothraxion the Redeemed	[x]<b>Battlecry:</b> For the rest of the game, after you summon a Silver Hand Recruit, give it <b>Divine Shield</b>.
CORE_DMF_511	Foxy Fraud	<b>Battlecry:</b> Your next <b>Combo</b> card this turn costs_(2) less.
CORE_DMF_521	Sword Eater	<b>Taunt</b> <b>Battlecry:</b> Equip a 3/2_Sword.
CORE_DMF_733	Kiri, Chosen of Elune	<b>Battlecry:</b> Add a Solar Eclipse and Lunar Eclipse to your hand.
CORE_DRG_026	Deathwing, Mad Aspect	<b>Battlecry:</b> Attack ALL other minions.
CORE_DRG_090	Murozond the Infinite	<b>Battlecry:</b> Play all cards your opponent played last_turn.
CORE_DRG_095	Veranus	<b>Battlecry:</b> Change the Health of all enemy minions to 1.
CORE_DRG_229	Bronze Explorer	<b>Lifesteal</b> <b>Battlecry:</b> <b>Discover</b> a Dragon.
CORE_DRG_403	Blowtorch Saboteur	<b>Battlecry:</b> Your opponent's next Hero Power costs (2)_more.
CORE_EDR_001	Babbling Bookcase	<b>Battlecry:</b> Add 2 random Mage spells to your hand.
